Age,AskPrice,Brand_std,Fuel_std,Owner_std,Transmission_std,Year,kmDriven,km_per_year
12,300000.0,Maruti Suzuki,Petrol,Second,Manual,2013,73000.0,5840.0
10,245000.0,Renault,Petrol,First,Manual,2015,53000.0,5047.619047619048
13,300000.0,Hyundai,Hybrid/Cng,Second,Automatic,2012,80000.0,5925.925925925926
3,610000.0,Maruti Suzuki,Petrol,First,Manual,2022,19000.0,5428.571428571428
13,179000.0,Skoda,Petrol,Second,Manual,2012,25000.0,1851.851851851852
7,497000.0,Maruti Suzuki,Petrol,First,Manual,2018,54000.0,7200.0
5,1515000.0,Skoda,Petrol,Second,Automatic,2020,31010.0,5638.181818181818
7,945000.0,Skoda,Diesel,First,Automatic,2018,54000.0,7200.0
10,625000.0,Toyota,Hybrid/Cng,Second,Automatic,2015,104000.0,9904.761904761905
9,2450000.0,Mercedes-Benz,Diesel,Second,Automatic,2016,85000.0,8947.368421052632
7,240000.0,Maruti Suzuki,Petrol,Second,Manual,2018,52500.0,7000.0
14,85000.0,Tata,Diesel,First,Manual,2011,100413.0,6925.0344827586205
13,175000.0,Maruti Suzuki,Petrol,Second,Manual,2012,66000.0,4888.888888888889
8,695000.0,Maruti Suzuki,Diesel,First,Manual,2017,72000.0,8470.588235294117
9,325000.0,Maruti Suzuki,Petrol,Second,Automatic,2016,39000.0,4105.263157894737
9,485000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2016,60000.0,6315.789473684211
3,800000.0,Mahindra,Diesel,First,Manual,2022,90000.0,25714.285714285714
2,830000.0,Maruti Suzuki,Petrol,First,Manual,2023,10500.0,4200.0
11,599000.0,Mercedes-Benz,Diesel,Second,Automatic,2014,79000.0,6869.565217391304
5,450000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2020,70000.0,12727.272727272728
3,5600000.0,Jeep,Petrol,Second,Automatic,2022,65000.0,18571.428571428572
13,885000.0,Volvo,Diesel,Second,Automatic,2012,122000.0,9037.037037037036
7,475000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2018,65000.0,8666.666666666666
6,1875000.0,Toyota,Diesel,First,Manual,2019,94000.0,14461.538461538461
9,370000.0,Maruti Suzuki,Petrol,Second,Manual,2016,72000.0,7578.9473684210525
8,370000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2017,66000.0,7764.705882352941
2,850000.0,Renault,Hybrid/Cng,First,Automatic,2023,19800.0,7920.0
8,545000.0,Hyundai,Petrol,Second,Manual,2017,80000.0,9411.764705882353
15,235000.0,Honda,Hybrid/Cng,First,Automatic,2010,93000.0,6000.0
3,570000.0,Maruti Suzuki,Petrol,First,Automatic,2022,29000.0,8285.714285714286
6,690000.0,Maruti Suzuki,Petrol,First,Automatic,2019,59000.0,9076.923076923076
5,210000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2020,80000.0,14545.454545454546
8,425000.0,Hyundai,Hybrid/Cng,Second,Manual,2017,62000.0,7294.117647058823
10,179999.0,Maruti Suzuki,Petrol,Second,Automatic,2015,76000.0,7238.0952380952385
7,380000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2018,105000.0,14000.0
5,540000.0,Maruti Suzuki,Petrol,First,Manual,2020,49000.0,8909.09090909091
9,520000.0,Honda,Diesel,Second,Manual,2016,60000.0,6315.789473684211
7,450000.0,Tata,Hybrid/Cng,First,Automatic,2018,53550.0,7140.0
6,870000.0,Maruti Suzuki,Diesel,First,Manual,2019,48000.0,7384.615384615385
5,610000.0,Maruti Suzuki,Petrol,First,Automatic,2020,40000.0,7272.727272727273
10,440000.0,Toyota,Diesel,Second,Manual,2015,200000.0,19047.619047619046
7,225001.0,Datsun,Petrol,First,Manual,2018,45213.0,6028.4
12,185000.0,Hyundai,Hybrid/Cng,First,Manual,2013,50000.0,4000.0
6,260000.0,Maruti Suzuki,Petrol,Second,Manual,2019,81000.0,12461.538461538461
9,775000.0,Hyundai,Hybrid/Cng,Second,Automatic,2016,100000.0,10526.315789473685
13,140000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2012,100000.0,7407.407407407408
10,375000.0,Hyundai,Hybrid/Cng,Second,Manual,2015,68000.0,6476.190476190476
10,2975000.0,Mercedes-Benz,Diesel,Second,Automatic,2015,159000.0,15142.857142857143
5,780000.0,Mahindra,Diesel,First,Manual,2020,72045.0,13099.09090909091
9,489999.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2016,77000.0,8105.263157894737
8,400000.0,Honda,Hybrid/Cng,Second,Manual,2017,40000.0,4705.882352941177
6,1499000.0,Toyota,Petrol,First,Automatic,2019,28000.0,4307.692307692308
14,275000.0,Toyota,Hybrid/Cng,Second,Manual,2011,82000.0,5655.172413793103
8,375000.0,Ford,Hybrid/Cng,Second,Manual,2017,61101.0,7188.35294117647
12,950000.0,Audi,Diesel,Second,Automatic,2013,70334.0,5626.72
8,630000.0,Hyundai,Diesel,Second,Manual,2017,120000.0,14117.64705882353
9,999999.0,Audi,Diesel,Second,Automatic,2016,75000.0,7894.736842105263
3,1799999.0,Hyundai,Petrol,First,Automatic,2022,19523.0,5578.0
9,1895000.0,Bmw,Diesel,Second,Automatic,2016,55100.0,5800.0
9,539000.0,Hyundai,Petrol,Second,Automatic,2016,51200.0,5389.473684210527
16,169000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2009,83000.0,5030.30303030303
6,1075000.0,Kia,Petrol,First,Manual,2019,39000.0,6000.0
11,299000.0,Ford,Petrol,Second,Manual,2014,71877.0,6250.173913043478
7,650000.0,Maruti Suzuki,Diesel,First,Automatic,2018,90000.0,12000.0
10,665000.0,Honda,Diesel,Second,Manual,2015,121000.0,11523.809523809523
11,1351000.0,Toyota,Diesel,Second,Automatic,2014,90000.0,7826.086956521739
6,400000.0,Maruti Suzuki,Petrol,Second,Manual,2019,94000.0,14461.538461538461
11,430000.0,Hyundai,Petrol,First,Manual,2014,90000.0,7826.086956521739
9,815000.0,Hyundai,Petrol,First,Automatic,2016,88883.0,9356.105263157895
6,400000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2019,99000.0,15230.76923076923
10,396000.0,Maruti Suzuki,Diesel,First,Manual,2015,81000.0,7714.285714285715
6,1069000.0,Hyundai,Diesel,Second,Manual,2019,79000.0,12153.846153846154
10,945000.0,Mahindra,Diesel,Second,Manual,2015,92000.0,8761.904761904761
1,4100000.0,Toyota,Diesel,First,Automatic,2024,4500.0,3000.0
6,590000.0,Maruti Suzuki,Petrol,Second,Automatic,2019,48000.0,7384.615384615385
14,485000.0,Mahindra,Diesel,First,Manual,2011,124000.0,8551.724137931034
6,1700000.0,Mahindra,Diesel,First,Automatic,2019,74520.0,11464.615384615385
9,775000.0,Volkswagen,Petrol,First,Automatic,2016,75475.0,7944.736842105263
9,370000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2016,58000.0,6105.263157894737
6,900000.0,Maruti Suzuki,Diesel,First,Automatic,2019,35000.0,5384.615384615385
12,349000.0,Toyota,Diesel,Second,Manual,2013,82000.0,6560.0
16,120000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2009,95334.0,5777.818181818182
10,200000.0,Tata,Hybrid/Cng,Second,Manual,2015,90000.0,8571.42857142857
12,525000.0,Chevrolet,Diesel,First,Manual,2013,95000.0,7600.0
12,1550000.0,Audi,Diesel,Second,Automatic,2013,31000.0,2480.0
7,525000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2018,44197.0,5892.933333333333
12,195000.0,Hyundai,Hybrid/Cng,First,Manual,2013,80000.0,6400.0
12,675000.0,Toyota,Diesel,Second,Manual,2013,150000.0,12000.0
10,1025000.0,Skoda,Petrol,Second,Automatic,2015,106000.0,10095.238095238095
7,590000.0,Hyundai,Petrol,Second,Automatic,2018,40000.0,5333.333333333333
10,160000.0,Maruti Suzuki,Petrol,Second,Manual,2015,60000.0,5714.285714285715
6,1451000.0,Mg,Diesel,First,Manual,2019,57000.0,8769.23076923077
7,1000000.0,Hyundai,Diesel,Second,Automatic,2018,66000.0,8800.0
5,2699000.0,Toyota,Diesel,First,Automatic,2020,45000.0,8181.818181818182
3,765000.0,Maruti Suzuki,Petrol,First,Automatic,2022,40000.0,11428.57142857143
3,650000.0,Maruti Suzuki,Petrol,First,Automatic,2022,54600.0,15600.0
11,2271000.0,Bmw,Diesel,Second,Automatic,2014,70000.0,6086.95652173913
15,100000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2010,100000.0,6451.612903225807
15,90000.0,Hyundai,Hybrid/Cng,Second,Manual,2010,85200.0,5496.774193548387
12,1749999.0,Mercedes-Benz,Diesel,First,Automatic,2013,69000.0,5520.0
9,715000.0,Hyundai,Petrol,First,Automatic,2016,40000.0,4210.526315789473
7,250000.0,Hyundai,Petrol,Second,Manual,2018,41000.0,5466.666666666667
6,399000.0,Honda,Petrol,Second,Manual,2019,120000.0,18461.53846153846
11,810000.0,Mahindra,Diesel,Second,Manual,2014,180000.0,15652.173913043478
5,1775000.0,Toyota,Diesel,First,Manual,2020,120602.0,21927.636363636364
4,1025000.0,Honda,Petrol,First,Manual,2021,30000.0,6666.666666666667
8,1250000.0,Skoda,Diesel,Second,Automatic,2017,87000.0,10235.29411764706
12,295000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2013,85000.0,6800.0
12,425000.0,Honda,Hybrid/Cng,Second,Automatic,2013,78000.0,6240.0
6,685000.0,Tata,Hybrid/Cng,First,Automatic,2019,52000.0,8000.0
7,850000.0,Honda,Petrol,First,Manual,2018,68500.0,9133.333333333334
10,649000.0,Mahindra,Diesel,Second,Manual,2015,65200.0,6209.523809523809
14,450000.0,Honda,Petrol,First,Manual,2011,120000.0,8275.862068965518
6,540000.0,Honda,Petrol,Second,Automatic,2019,70000.0,10769.23076923077
2,710000.0,Hyundai,Hybrid/Cng,First,Automatic,2023,76652.0,30660.8
16,470000.0,Toyota,Diesel,Second,Manual,2009,177779.0,10774.484848484848
10,650000.0,Toyota,Petrol,First,Automatic,2015,65000.0,6190.476190476191
12,3800000.0,Mercedes-Benz,Petrol,Second,Automatic,2013,28000.0,2240.0
15,225000.0,Honda,Hybrid/Cng,First,Manual,2010,117000.0,7548.387096774193
4,485000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2021,76000.0,16888.88888888889
11,900000.0,Toyota,Hybrid/Cng,Second,Automatic,2014,63000.0,5478.260869565217
8,425000.0,Maruti Suzuki,Petrol,First,Automatic,2017,50000.0,5882.35294117647
9,430000.0,Maruti Suzuki,Diesel,Second,Manual,2016,160000.0,16842.105263157893
17,125000.0,Honda,Hybrid/Cng,Second,Manual,2008,125000.0,7142.857142857143
6,875000.0,Hyundai,Petrol,First,Manual,2019,85599.0,13169.076923076924
6,335000.0,Maruti Suzuki,Petrol,Second,Manual,2019,75230.0,11573.846153846154
8,299000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2017,52685.0,6198.235294117647
13,440000.0,Hyundai,Hybrid/Cng,First,Automatic,2012,88000.0,6518.518518518518
9,1450000.0,Toyota,Diesel,First,Manual,2016,160000.0,16842.105263157893
3,995000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2022,31000.0,8857.142857142857
17,145600.0,Honda,Hybrid/Cng,Second,Automatic,2008,119000.0,6800.0
10,369000.0,Fiat,Diesel,Second,Manual,2015,60000.0,5714.285714285715
5,699000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2020,70000.0,12727.272727272728
15,175000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2010,85600.0,5522.580645161291
8,400000.0,Tata,Petrol,Second,Automatic,2017,49000.0,5764.705882352941
6,476000.0,Hyundai,Diesel,First,Manual,2019,71001.0,10923.23076923077
3,620000.0,Maruti Suzuki,Petrol,First,Manual,2022,10000.0,2857.1428571428573
14,553000.0,Toyota,Diesel,First,Manual,2011,120000.0,8275.862068965518
18,80000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2007,80000.0,4324.324324324324
1,725000.0,Hyundai,Petrol,First,Manual,2024,2300.0,1533.3333333333333
11,751000.0,Honda,Petrol,Second,Manual,2014,71000.0,6173.913043478261
2,555000.0,Maruti Suzuki,Petrol,First,Manual,2023,21000.0,8400.0
4,1095000.0,Hyundai,Diesel,First,Manual,2021,68500.0,15222.222222222223
7,380000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2018,63500.0,8466.666666666666
5,610000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2020,138000.0,25090.909090909092
6,820000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2019,62000.0,9538.461538461539
8,350000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2017,52000.0,6117.64705882353
8,610000.0,Honda,Hybrid/Cng,Second,Automatic,2017,100000.0,11764.70588235294
7,585000.0,Maruti Suzuki,Petrol,First,Automatic,2018,110000.0,14666.666666666666
6,795000.0,Toyota,Diesel,Second,Manual,2019,114000.0,17538.46153846154
4,1095000.0,Mahindra,Diesel,Second,Manual,2021,8500.0,1888.888888888889
12,199999.0,Hyundai,Hybrid/Cng,Second,Manual,2013,80000.0,6400.0
7,435000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2018,55000.0,7333.333333333333
7,550000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2018,66000.0,8800.0
6,530000.0,Honda,Hybrid/Cng,First,Manual,2019,60000.0,9230.76923076923
10,475000.0,Hyundai,Hybrid/Cng,First,Automatic,2015,61000.0,5809.523809523809
12,475000.0,Honda,Hybrid/Cng,Second,Automatic,2013,85000.0,6800.0
7,1289000.0,Toyota,Diesel,First,Manual,2018,99000.0,13200.0
13,355000.0,Hyundai,Diesel,Second,Manual,2012,80000.0,5925.925925925926
8,3749000.0,Bmw,Diesel,Second,Automatic,2017,68000.0,8000.0
10,349000.0,Honda,Petrol,Second,Automatic,2015,47000.0,4476.190476190476
7,2025000.0,Toyota,Diesel,Second,Automatic,2018,60000.0,8000.0
5,480000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2020,48000.0,8727.272727272728
10,290000.0,Hyundai,Hybrid/Cng,Second,Manual,2015,60000.0,5714.285714285715
4,590000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2021,28000.0,6222.222222222223
14,190000.0,Hyundai,Petrol,First,Automatic,2011,75000.0,5172.413793103448
12,581000.0,Mahindra,Diesel,First,Manual,2013,81000.0,6480.0
7,625000.0,Mahindra,Diesel,Second,Automatic,2018,46500.0,6200.0
14,265000.0,Maruti Suzuki,Petrol,Second,Manual,2011,81785.0,5640.3448275862065
14,320000.0,Hyundai,Petrol,First,Manual,2011,82000.0,5655.172413793103
7,845000.0,Hyundai,Diesel,First,Manual,2018,51000.0,6800.0
8,425000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2017,23110.0,2718.823529411765
2,3800000.0,Toyota,Hybrid/Cng,First,Automatic,2023,39500.0,15800.0
2,1085000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2023,25000.0,10000.0
9,385000.0,Hyundai,Hybrid/Cng,Second,Manual,2016,45000.0,4736.8421052631575
7,1711000.0,Toyota,Diesel,Second,Manual,2018,135000.0,18000.0
9,300000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2016,199995.0,21052.105263157893
10,890000.0,Audi,Diesel,First,Automatic,2015,68000.0,6476.190476190476
12,1550000.0,Land Rover,Diesel,Second,Automatic,2013,104605.0,8368.4
9,360000.0,Maruti Suzuki,Petrol,Second,Manual,2016,49000.0,5157.894736842105
7,3100000.0,Mini,Petrol,First,Automatic,2018,39000.0,5200.0
6,1199000.0,Mg,Diesel,First,Manual,2019,87000.0,13384.615384615385
6,525000.0,Tata,Hybrid/Cng,First,Automatic,2019,52000.0,8000.0
7,990000.0,Jeep,Diesel,First,Manual,2018,145000.0,19333.333333333332
3,650000.0,Maruti Suzuki,Petrol,Second,Automatic,2022,32000.0,9142.857142857143
12,435000.0,Honda,Hybrid/Cng,Second,Automatic,2013,75000.0,6000.0
5,3950000.0,Toyota,Diesel,First,Automatic,2020,45000.0,8181.818181818182
8,450000.0,Volkswagen,Petrol,First,Manual,2017,100000.0,11764.70588235294
14,185000.0,Maruti Suzuki,Petrol,First,Manual,2011,71772.0,4949.793103448276
8,765000.0,Maruti Suzuki,Petrol,First,Manual,2017,40000.0,4705.882352941177
3,3350000.0,Bmw,Petrol,First,Automatic,2022,61000.0,17428.571428571428
7,650000.0,Maruti Suzuki,Petrol,Second,Automatic,2018,47500.0,6333.333333333333
9,515000.0,Hyundai,Petrol,First,Manual,2016,147000.0,15473.684210526315
6,999999.0,Hyundai,Diesel,Second,Manual,2019,99250.0,15269.23076923077
9,399000.0,Honda,Petrol,First,Manual,2016,65000.0,6842.105263157895
14,135000.0,Maruti Suzuki,Petrol,Second,Manual,2011,60000.0,4137.931034482759
11,390000.0,Hyundai,Petrol,Second,Manual,2014,74000.0,6434.782608695652
7,799000.0,Jeep,Diesel,Second,Manual,2018,86000.0,11466.666666666666
6,575000.0,Toyota,Petrol,First,Manual,2019,59000.0,9076.923076923076
3,1550000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2022,32000.0,9142.857142857143
6,585000.0,Hyundai,Hybrid/Cng,First,Manual,2019,43285.0,6659.2307692307695
11,685000.0,Maruti Suzuki,Diesel,Second,Manual,2014,78000.0,6782.608695652174
6,320000.0,Maruti Suzuki,Petrol,First,Manual,2019,22000.0,3384.6153846153848
7,760000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2018,45000.0,6000.0
2,2585000.0,Tata,Diesel,First,Automatic,2023,21342.0,8536.8
6,1250000.0,Kia,Petrol,First,Manual,2019,28832.0,4435.692307692308
8,499000.0,Nissan,Hybrid/Cng,Second,Manual,2017,50000.0,5882.35294117647
6,490000.0,Ford,Diesel,First,Manual,2019,55000.0,8461.538461538461
13,240000.0,Hyundai,Petrol,First,Manual,2012,46521.0,3446.0
6,611000.0,Hyundai,Hybrid/Cng,First,Automatic,2019,56000.0,8615.384615384615
2,600000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2023,50000.0,20000.0
8,345000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2017,62500.0,7352.941176470588
5,600000.0,Maruti Suzuki,Petrol,Second,Automatic,2020,43000.0,7818.181818181818
15,105000.0,Hyundai,Hybrid/Cng,Second,Automatic,2010,134368.0,8668.90322580645
7,440000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2018,76491.0,10198.8
11,1229000.0,Bmw,Diesel,Second,Automatic,2014,64000.0,5565.217391304348
8,549000.0,Hyundai,Hybrid/Cng,First,Automatic,2017,63000.0,7411.764705882353
11,238000.0,Maruti Suzuki,Petrol,Second,Manual,2014,84000.0,7304.347826086957
13,410000.0,Mahindra,Diesel,Second,Automatic,2012,80000.0,5925.925925925926
9,475000.0,Tata,Diesel,Second,Manual,2016,70000.0,7368.421052631579
6,620000.0,Toyota,Petrol,First,Automatic,2019,90000.0,13846.153846153846
9,1325000.0,Toyota,Diesel,First,Manual,2016,140000.0,14736.842105263158
7,570000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2018,62000.0,8266.666666666666
3,1651000.0,Hyundai,Diesel,First,Automatic,2022,89000.0,25428.571428571428
6,950000.0,Kia,Petrol,First,Manual,2019,79273.0,12195.846153846154
11,345000.0,Maruti Suzuki,Petrol,Second,Manual,2014,56000.0,4869.565217391304
8,190000.0,Hyundai,Petrol,Second,Manual,2017,43000.0,5058.823529411765
15,255000.0,Maruti Suzuki,Petrol,Second,Manual,2010,70000.0,4516.129032258064
11,235000.0,Maruti Suzuki,Petrol,Second,Manual,2014,70000.0,6086.95652173913
12,269000.0,Chevrolet,Hybrid/Cng,Second,Manual,2013,70000.0,5600.0
8,800000.0,Maruti Suzuki,Diesel,Second,Automatic,2017,81000.0,9529.411764705883
10,1499000.0,Audi,Diesel,Second,Automatic,2015,73930.0,7040.952380952381
12,98000.0,Hyundai,Petrol,Second,Manual,2013,59000.0,4720.0
14,180000.0,Chevrolet,Hybrid/Cng,First,Automatic,2011,142000.0,9793.103448275862
13,259000.0,Honda,Hybrid/Cng,Second,Manual,2012,72000.0,5333.333333333333
13,260000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2012,52000.0,3851.8518518518517
12,1250000.0,Toyota,Diesel,Second,Manual,2013,170000.0,13600.0
7,775000.0,Ford,Hybrid/Cng,First,Automatic,2018,40230.0,5364.0
7,699000.0,Maruti Suzuki,Diesel,First,Automatic,2018,67000.0,8933.333333333334
7,355000.0,Hyundai,Hybrid/Cng,Second,Automatic,2018,81000.0,10800.0
4,575000.0,Hyundai,Hybrid/Cng,First,Manual,2021,88000.0,19555.555555555555
3,1645000.0,Hyundai,Petrol,First,Automatic,2022,20012.0,5717.714285714285
14,155000.0,Hyundai,Hybrid/Cng,Second,Manual,2011,72000.0,4965.517241379311
7,350000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2018,80000.0,10666.666666666666
4,1170000.0,Honda,Petrol,First,Automatic,2021,60180.0,13373.333333333334
13,240000.0,Maruti Suzuki,Diesel,Second,Manual,2012,148000.0,10962.962962962964
6,525000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2019,59000.0,9076.923076923076
15,111000.0,Hyundai,Hybrid/Cng,First,Manual,2010,68000.0,4387.096774193548
11,249999.0,Datsun,Petrol,Second,Manual,2014,23000.0,2000.0
6,199000.0,Bajaj,Hybrid/Cng,Second,Manual,2019,31000.0,4769.2307692307695
4,465000.0,Hyundai,Hybrid/Cng,First,Manual,2021,64000.0,14222.222222222223
8,525000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2017,32000.0,3764.705882352941
7,599000.0,Tata,Hybrid/Cng,First,Automatic,2018,61000.0,8133.333333333333
14,170000.0,Hyundai,Petrol,First,Manual,2011,51000.0,3517.2413793103447
7,1190000.0,Hyundai,Petrol,First,Automatic,2018,32000.0,4266.666666666667
6,899999.0,Mahindra,Diesel,First,Manual,2019,24200.0,3723.076923076923
15,110000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2010,85000.0,5483.870967741936
10,745000.0,Mahindra,Diesel,First,Manual,2015,75000.0,7142.857142857143
8,525000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2017,61300.0,7211.764705882353
15,200000.0,Hyundai,Diesel,Second,Manual,2010,90000.0,5806.451612903225
7,975000.0,Jeep,Petrol,Second,Manual,2018,25300.0,3373.3333333333335
15,230000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2010,35000.0,2258.064516129032
8,360000.0,Tata,Hybrid/Cng,Second,Automatic,2017,51000.0,6000.0
13,485000.0,Mahindra,Diesel,Second,Manual,2012,88441.0,6551.185185185185
3,950000.0,Tata,Diesel,First,Automatic,2022,53000.0,15142.857142857143
3,545000.0,Maruti Suzuki,Petrol,Second,Manual,2022,26600.0,7600.0
7,445000.0,Hyundai,Petrol,Second,Manual,2018,30000.0,4000.0
9,795000.0,Honda,Petrol,Second,Automatic,2016,60000.0,6315.789473684211
4,790000.0,Mahindra,Diesel,Second,Automatic,2021,75000.0,16666.666666666668
3,635000.0,Hyundai,Petrol,Second,Manual,2022,24000.0,6857.142857142857
3,1650000.0,Hyundai,Diesel,Second,Automatic,2022,16000.0,4571.428571428572
13,255000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2012,97000.0,7185.185185185185
6,465111.0,Hyundai,Petrol,First,Manual,2019,89576.0,13780.923076923076
9,483000.0,Honda,Diesel,First,Manual,2016,80000.0,8421.052631578947
14,190000.0,Hyundai,Petrol,Second,Manual,2011,51000.0,3517.2413793103447
8,247000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2017,78647.0,9252.588235294117
6,1045000.0,Maruti Suzuki,Diesel,First,Automatic,2019,35000.0,5384.615384615385
4,685000.0,Maruti Suzuki,Petrol,First,Automatic,2021,80000.0,17777.777777777777
8,435000.0,Mahindra,Diesel,First,Manual,2017,75000.0,8823.529411764706
10,850000.0,Mahindra,Diesel,Second,Manual,2015,88000.0,8380.952380952382
2,820000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2023,62000.0,24800.0
4,3490000.0,Bmw,Petrol,First,Automatic,2021,20000.0,4444.444444444444
11,2450000.0,Audi,Diesel,First,Automatic,2014,50000.0,4347.826086956522
6,2900000.0,Toyota,Hybrid/Cng,First,Automatic,2019,65000.0,10000.0
14,250000.0,Hyundai,Petrol,First,Manual,2011,34000.0,2344.8275862068967
8,359000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2017,62000.0,7294.117647058823
14,148000.0,Maruti Suzuki,Petrol,Second,Manual,2011,132000.0,9103.448275862069
7,700000.0,Maruti Suzuki,Petrol,First,Automatic,2018,66000.0,8800.0
6,545000.0,Maruti Suzuki,Petrol,First,Automatic,2019,51000.0,7846.153846153846
14,135000.0,Maruti Suzuki,Hybrid/Cng,Second,Automatic,2011,95000.0,6551.724137931034
7,810000.0,Maruti Suzuki,Diesel,First,Manual,2018,44000.0,5866.666666666667
5,570000.0,Tata,Hybrid/Cng,First,Manual,2020,32000.0,5818.181818181818
6,3150000.0,Toyota,Diesel,First,Automatic,2019,81000.0,12461.538461538461
10,320000.0,Honda,Hybrid/Cng,Second,Manual,2015,89000.0,8476.190476190477
8,690000.0,Mahindra,Diesel,First,Manual,2017,73000.0,8588.235294117647
11,1050000.0,Toyota,Diesel,Second,Manual,2014,65110.0,5661.739130434783
4,1575000.0,Volkswagen,Petrol,First,Automatic,2021,61000.0,13555.555555555555
9,160000.0,Mahindra,Petrol,Second,Manual,2016,70000.0,7368.421052631579
4,495000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2021,80000.0,17777.777777777777
14,361000.0,Honda,Hybrid/Cng,Second,Automatic,2011,85000.0,5862.068965517241
4,3298000.0,Mg,Diesel,First,Automatic,2021,18000.0,4000.0
4,1030000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2021,73000.0,16222.222222222223
5,455000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2020,72000.0,13090.90909090909
14,200000.0,Honda,Petrol,Second,Automatic,2011,100000.0,6896.551724137931
11,394888.0,Skoda,Diesel,Second,Manual,2014,70000.0,6086.95652173913
4,4650000.0,Bmw,Diesel,First,Automatic,2021,18000.0,4000.0
5,4775000.0,Volvo,Diesel,First,Automatic,2020,41000.0,7454.545454545455
3,1900000.0,Toyota,Hybrid/Cng,First,Automatic,2022,45000.0,12857.142857142857
10,910000.0,Mahindra,Diesel,Second,Manual,2015,91252.0,8690.666666666666
9,1650000.0,Toyota,Hybrid/Cng,First,Automatic,2016,49500.0,5210.526315789473
4,975000.0,Maruti Suzuki,Hybrid/Cng,First,Manual,2021,81000.0,18000.0
8,635000.0,Tata,Diesel,First,Automatic,2017,98623.0,11602.70588235294
14,1025000.0,Toyota,Diesel,Second,Manual,2011,159000.0,10965.51724137931
11,425000.0,Honda,Hybrid/Cng,Second,Manual,2014,68000.0,5913.04347826087
5,335000.0,Renault,Petrol,Second,Manual,2020,42000.0,7636.363636363636
11,290000.0,Maruti Suzuki,Hybrid/Cng,Second,Manual,2014,100000.0,8695.652173913044
3,350000.0,Maruti Suzuki,Petrol,First,Manual,2022,72000.0,20571.428571428572
8,825000.0,Mahindra,Diesel,First,Automatic,2017,69000.0,8117.64705882353
2,1280000.0,Mahindra,Petrol,First,Automatic,2023,31000.0,12400.0
8,450000.0,Tata,Diesel,Second,Manual,2017,87000.0,10235.29411764706
11,310000.0,Maruti Suzuki,Hybrid/Cng,First,Automatic,2014,110000.0,9565.217391304348
8,665000.0,Honda,Hybrid/Cng,Second,Manual,2017,73000.0,8588.235294117647
